日付,source_url,機種,台番,差枚,G数,出率
2026-04-02,https://min-repo.com/3017165/,この素晴らしい世界に祝福を！,240,46,4321,100.4%
2026-04-02,https://min-repo.com/3017165/,L絶対衝激IV,438,-93,329,90.6%
2026-04-02,https://min-repo.com/3017165/,忍魂参～奥義皆伝ノ章～,437,-200,1687,95.4%
2026-04-02,https://min-repo.com/3017165/,ニューパルサーSP4 with 太鼓の達人,238,-250,782,84.2%
2026-04-02,https://min-repo.com/3017165/,スマスロ ドルアーガの塔,440,-750,1235,77.5%
2026-04-02,https://min-repo.com/3017165/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,3086,90%
2026-04-03,https://min-repo.com/3019103/,スマスロとある科学の超電磁砲2,436,3380,5473,120.6%
2026-04-03,https://min-repo.com/3019103/,この素晴らしい世界に祝福を！,240,370,4568,102.7%
2026-04-03,https://min-repo.com/3019103/,ニューパルサーSP4 with 太鼓の達人,238,-46,2593,99.4%
2026-04-03,https://min-repo.com/3019103/,L絶対衝激IV,438,-46,576,97.3%
2026-04-03,https://min-repo.com/3019103/,忍魂参～奥義皆伝ノ章～,437,-150,2757,97.8%
2026-04-03,https://min-repo.com/3019103/,クランキークレスト,237,-250,6461,97.6%
2026-04-03,https://min-repo.com/3019103/,スマスロ ドルアーガの塔,440,-500,1687,89%
2026-04-03,https://min-repo.com/3019103/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,5761,93.3%
2026-04-03,https://min-repo.com/3019103/,L主役は銭形5,439,-4000,4033,66.3%
2026-04-04,https://min-repo.com/3020963/,L絶対衝激IV,438,3935,8971,114.6%
2026-04-04,https://min-repo.com/3020963/,忍魂参～奥義皆伝ノ章～,437,1250,2346,117.8%
2026-04-04,https://min-repo.com/3020963/,クランキークレスト,237,185,6173,101%
2026-04-04,https://min-repo.com/3020963/,この素晴らしい世界に祝福を！,240,-93,8519,99.6%
2026-04-04,https://min-repo.com/3020963/,スマスロ ドルアーガの塔,440,-500,7695,97.8%
2026-04-04,https://min-repo.com/3020963/,L主役は銭形5,439,-1000,4403,91.9%
2026-04-04,https://min-repo.com/3020963/,ニューパルサーSP4 with 太鼓の達人,238,-1000,4856,91.1%
2026-04-04,https://min-repo.com/3020963/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-2000,3951,79.3%
2026-04-04,https://min-repo.com/3020963/,スマスロとある科学の超電磁砲2,436,-3000,3539,67.3%
2026-04-05,https://min-repo.com/3023182/,忍魂参～奥義皆伝ノ章～,437,-150,1235,95%
2026-04-05,https://min-repo.com/3023182/,クランキークレスト,237,-500,3045,94.4%
2026-04-05,https://min-repo.com/3023182/,スマスロとある科学の超電磁砲2,436,-500,8272,97.6%
2026-04-05,https://min-repo.com/3023182/,スマスロ ドルアーガの塔,440,-750,1523,81.8%
2026-04-05,https://min-repo.com/3023182/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,6008,94.9%
2026-04-05,https://min-repo.com/3023182/,L主役は銭形5,439,-1000,3004,84.6%
2026-04-05,https://min-repo.com/3023182/,ニューパルサーSP4 with 太鼓の達人,238,-1500,3951,85.9%
2026-04-05,https://min-repo.com/3023182/,L絶対衝激IV,438,-1500,2881,77.5%
2026-04-05,https://min-repo.com/3023182/,この素晴らしい世界に祝福を！,240,-2000,3663,80.2%
2026-04-06,https://min-repo.com/3025409/,この素晴らしい世界に祝福を！,240,463,2963,105.2%
2026-04-06,https://min-repo.com/3025409/,スマスロ ドルアーガの塔,440,370,2675,104.6%
2026-04-06,https://min-repo.com/3025409/,クランキークレスト,237,185,5021,101.2%
2026-04-06,https://min-repo.com/3025409/,L絶対衝激IV,438,185,1235,105%
2026-04-06,https://min-repo.com/3025409/,スマスロとある科学の超電磁砲2,436,-150,2058,97%
2026-04-06,https://min-repo.com/3025409/,ニューパルサーSP4 with 太鼓の達人,238,-500,3251,93.8%
2026-04-06,https://min-repo.com/3025409/,忍魂参～奥義皆伝ノ章～,437,-1000,1687,70.7%
2026-04-06,https://min-repo.com/3025409/,L主役は銭形5,439,-1500,1235,56.3%
2026-04-06,https://min-repo.com/3025409/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,4362,86.9%
2026-04-07,https://min-repo.com/3027195/,L主役は銭形5,439,8657,5185,155.7%
2026-04-07,https://min-repo.com/3027195/,スマスロとある科学の超電磁砲2,436,1806,7366,108.2%
2026-04-07,https://min-repo.com/3027195/,ニューパルサーSP4 with 太鼓の達人,238,278,6132,101.5%
2026-04-07,https://min-repo.com/3027195/,クランキークレスト,237,46,5391,100.3%
2026-04-07,https://min-repo.com/3027195/,忍魂参～奥義皆伝ノ章～,437,-250,1728,94.6%
2026-04-07,https://min-repo.com/3027195/,スマスロ ドルアーガの塔,440,-500,1893,90.2%
2026-04-07,https://min-repo.com/3027195/,L絶対衝激IV,438,-1000,1440,76.4%
2026-04-07,https://min-repo.com/3027195/,この素晴らしい世界に祝福を！,240,-1500,2428,74.6%
2026-04-07,https://min-repo.com/3027195/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-2500,4691,79.3%
2026-04-08,https://min-repo.com/3029170/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,3657,6790,118%
2026-04-08,https://min-repo.com/3029170/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2176,8807,108.2%
2026-04-08,https://min-repo.com/3029170/,L絶対衝激IV,438,1389,1646,128.1%
2026-04-08,https://min-repo.com/3029170/,ニューパルサーSP4 with 太鼓の達人,238,46,7942,100.2%
2026-04-08,https://min-repo.com/3029170/,スマスロ ドルアーガの塔,440,-500,2099,91.9%
2026-04-08,https://min-repo.com/3029170/,忍魂参～奥義皆伝ノ章～,437,-500,1564,87.2%
2026-04-08,https://min-repo.com/3029170/,スマスロとある科学の超電磁砲2,439,-500,3169,93.7%
2026-04-08,https://min-repo.com/3029170/,クランキークレスト,237,-750,1276,75.8%
2026-04-08,https://min-repo.com/3029170/,Lアクダマドライブ,436,0,0,-
2026-04-09,https://min-repo.com/3031190/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2176,9342,107.8%
2026-04-09,https://min-repo.com/3031190/,スマスロとある科学の超電磁砲2,439,1898,3251,119.5%
2026-04-09,https://min-repo.com/3031190/,L絶対衝激IV,438,1389,3210,114.4%
2026-04-09,https://min-repo.com/3031190/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1019,3086,111%
2026-04-09,https://min-repo.com/3031190/,スマスロ ドルアーガの塔,440,509,1111,115.3%
2026-04-09,https://min-repo.com/3031190/,ニューパルサーSP4 with 太鼓の達人,238,-200,6914,98.9%
2026-04-09,https://min-repo.com/3031190/,忍魂参～奥義皆伝ノ章～,437,-200,494,84.4%
2026-04-09,https://min-repo.com/3031190/,クランキークレスト,237,-1000,1770,73%
2026-04-09,https://min-repo.com/3031190/,Lアクダマドライブ,436,-3000,9136,88%
2026-04-10,https://min-repo.com/3033216/,A-SLOT+ ディスクアップ ULTRAREMIX,243,5417,8354,121.6%
2026-04-10,https://min-repo.com/3033216/,ニューパルサーSP4 with 太鼓の達人,238,278,5144,101.8%
2026-04-10,https://min-repo.com/3033216/,L絶対衝激IV,438,185,247,125%
2026-04-10,https://min-repo.com/3033216/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,93,3909,100.8%
2026-04-10,https://min-repo.com/3033216/,スマスロ ドルアーガの塔,440,-93,288,89.2%
2026-04-10,https://min-repo.com/3033216/,クランキークレスト,237,-500,3169,93.2%
2026-04-10,https://min-repo.com/3033216/,スマスロとある科学の超電磁砲2,439,-1000,7613,94.9%
2026-04-10,https://min-repo.com/3033216/,忍魂参～奥義皆伝ノ章～,437,-1500,1934,66.5%
2026-04-10,https://min-repo.com/3033216/,Lアクダマドライブ,436,-2000,8436,90.9%
2026-04-11,https://min-repo.com/3034941/,クランキークレスト,237,2639,6667,113.2%
2026-04-11,https://min-repo.com/3034941/,スマスロとある科学の超電磁砲2,439,2315,6255,112.3%
2026-04-11,https://min-repo.com/3034941/,Lアクダマドライブ,436,2176,8189,108.9%
2026-04-11,https://min-repo.com/3034941/,A-SLOT+ ディスクアップ ULTRAREMIX,243,1713,8436,106.8%
2026-04-11,https://min-repo.com/3034941/,L絶対衝激IV,438,-250,905,86.4%
2026-04-11,https://min-repo.com/3034941/,スマスロ ドルアーガの塔,440,-250,4198,97.1%
2026-04-11,https://min-repo.com/3034941/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,9177,95.1%
2026-04-11,https://min-repo.com/3034941/,ニューパルサーSP4 with 太鼓の達人,238,-1500,3498,84.6%
2026-04-11,https://min-repo.com/3034941/,忍魂参～奥義皆伝ノ章～,437,-2500,4774,81.6%
2026-04-12,https://min-repo.com/3037208/,スマスロとある科学の超電磁砲2,439,4213,5432,125.9%
2026-04-12,https://min-repo.com/3037208/,クランキークレスト,237,926,4444,106.9%
2026-04-12,https://min-repo.com/3037208/,スマスロ ドルアーガの塔,440,694,1975,111.7%
2026-04-12,https://min-repo.com/3037208/,Lアクダマドライブ,436,-93,6914,99.6%
2026-04-12,https://min-repo.com/3037208/,忍魂参～奥義皆伝ノ章～,437,-250,5556,97.5%
2026-04-12,https://min-repo.com/3037208/,L絶対衝激IV,438,-250,370,58.3%
2026-04-12,https://min-repo.com/3037208/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,2551,84.9%
2026-04-12,https://min-repo.com/3037208/,ニューパルサーSP4 with 太鼓の達人,238,-2000,3745,81.5%
2026-04-12,https://min-repo.com/3037208/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-2000,6255,87.9%
2026-04-13,https://min-repo.com/3039290/,Lアクダマドライブ,436,1481,5679,108.7%
2026-04-13,https://min-repo.com/3039290/,ニューパルサーSP4 with 太鼓の達人,238,-93,2881,98.9%
2026-04-13,https://min-repo.com/3039290/,忍魂参～奥義皆伝ノ章～,437,-93,453,93.2%
2026-04-13,https://min-repo.com/3039290/,L絶対衝激IV,438,-200,206,62.6%
2026-04-13,https://min-repo.com/3039290/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,8477,98%
2026-04-13,https://min-repo.com/3039290/,スマスロ ドルアーガの塔,440,-500,2551,92.7%
2026-04-13,https://min-repo.com/3039290/,スマスロとある科学の超電磁砲2,439,-500,4074,94.3%
2026-04-13,https://min-repo.com/3039290/,クランキークレスト,237,-1000,2510,83.4%
2026-04-13,https://min-repo.com/3039290/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-1000,6749,92.7%
2026-04-14,https://min-repo.com/3041247/,A-SLOT+ ディスクアップ ULTRAREMIX,243,3009,8601,111.7%
2026-04-14,https://min-repo.com/3041247/,クランキークレスト,237,2130,3580,119.8%
2026-04-14,https://min-repo.com/3041247/,忍魂参～奥義皆伝ノ章～,437,1481,3169,115.6%
2026-04-14,https://min-repo.com/3041247/,スマスロとある科学の超電磁砲2,439,46,4527,100.3%
2026-04-14,https://min-repo.com/3041247/,スマスロ ドルアーガの塔,440,-200,1029,92.5%
2026-04-14,https://min-repo.com/3041247/,L絶対衝激IV,438,-500,617,72.5%
2026-04-14,https://min-repo.com/3041247/,ニューパルサーSP4 with 太鼓の達人,238,-500,5638,96.2%
2026-04-14,https://min-repo.com/3041247/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,4198,91.2%
2026-04-14,https://min-repo.com/3041247/,Lアクダマドライブ,436,-2500,4897,83%
2026-04-15,https://min-repo.com/3043441/,スマスロ ドルアーガの塔,440,926,1770,117.4%
2026-04-15,https://min-repo.com/3043441/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-100,7449,99.4%
2026-04-15,https://min-repo.com/3043441/,忍魂参～奥義皆伝ノ章～,437,-250,1440,92.5%
2026-04-15,https://min-repo.com/3043441/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-250,4856,97.5%
2026-04-15,https://min-repo.com/3043441/,スマスロとある科学の超電磁砲2,439,-250,6831,97.7%
2026-04-15,https://min-repo.com/3043441/,クランキークレスト,237,-500,3704,94.6%
2026-04-15,https://min-repo.com/3043441/,ニューパルサーSP4 with 太鼓の達人,238,-750,3704,92.5%
2026-04-15,https://min-repo.com/3043441/,L絶対衝激IV,438,-1000,1029,53.5%
2026-04-15,https://min-repo.com/3043441/,Lアクダマドライブ,436,-2500,6708,86%
2026-04-16,https://min-repo.com/3045319/,クランキークレスト,237,2269,7901,109.6%
2026-04-16,https://min-repo.com/3045319/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1574,6091,108.6%
2026-04-16,https://min-repo.com/3045319/,スマスロ ドルアーガの塔,440,231,7942,101%
2026-04-16,https://min-repo.com/3045319/,ニューパルサーSP4 with 太鼓の達人,238,93,3827,100.8%
2026-04-16,https://min-repo.com/3045319/,L絶対衝激IV,438,46,494,103.1%
2026-04-16,https://min-repo.com/3045319/,忍魂参～奥義皆伝ノ章～,437,-250,1646,92.5%
2026-04-16,https://min-repo.com/3045319/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-1500,7695,92.8%
2026-04-16,https://min-repo.com/3045319/,Lアクダマドライブ,436,-1500,8189,93%
2026-04-16,https://min-repo.com/3045319/,スマスロとある科学の超電磁砲2,439,-2500,3786,74.7%
2026-04-17,https://min-repo.com/3047543/,Lアクダマドライブ,436,1806,6708,109%
2026-04-17,https://min-repo.com/3047543/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1296,7449,105.8%
2026-04-17,https://min-repo.com/3047543/,忍魂参～奥義皆伝ノ章～,437,972,1646,119.7%
2026-04-17,https://min-repo.com/3047543/,L絶対衝激IV,438,46,123,112.5%
2026-04-17,https://min-repo.com/3047543/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-250,7160,98.7%
2026-04-17,https://min-repo.com/3047543/,スマスロ ドルアーガの塔,440,-250,1852,93.3%
2026-04-17,https://min-repo.com/3047543/,クランキークレスト,237,-500,3868,94%
2026-04-17,https://min-repo.com/3047543/,ニューパルサーSP4 with 太鼓の達人,238,-1000,2963,87.5%
2026-04-17,https://min-repo.com/3047543/,スマスロとある科学の超電磁砲2,439,-1500,4280,87.7%
2026-04-18,https://min-repo.com/3049656/,忍魂参～奥義皆伝ノ章～,437,3380,5802,119.4%
2026-04-18,https://min-repo.com/3049656/,スマスロとある科学の超電磁砲2,439,1481,6337,107.8%
2026-04-18,https://min-repo.com/3049656/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-100,7778,99.4%
2026-04-18,https://min-repo.com/3049656/,ニューパルサーSP4 with 太鼓の達人,238,-150,3004,97.9%
2026-04-18,https://min-repo.com/3049656/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-250,7078,98.7%
2026-04-18,https://min-repo.com/3049656/,L絶対衝激IV,438,-500,6502,97.4%
2026-04-18,https://min-repo.com/3049656/,Lアクダマドライブ,436,-1000,8230,95.9%
2026-04-18,https://min-repo.com/3049656/,スマスロ ドルアーガの塔,440,-1000,2181,77.4%
2026-04-18,https://min-repo.com/3049656/,クランキークレスト,237,-1500,1564,63.5%
2026-04-19,https://min-repo.com/3051453/,Lアクダマドライブ,436,11204,7366,150.7%
2026-04-19,https://min-repo.com/3051453/,L絶対衝激IV,438,2500,4486,118.6%
2026-04-19,https://min-repo.com/3051453/,ニューパルサーSP4 with 太鼓の達人,238,370,8066,101.5%
2026-04-19,https://min-repo.com/3051453/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-100,3992,98.8%
2026-04-19,https://min-repo.com/3051453/,スマスロ ドルアーガの塔,440,-250,2551,95.8%
2026-04-19,https://min-repo.com/3051453/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-500,7243,97.7%
2026-04-19,https://min-repo.com/3051453/,忍魂参～奥義皆伝ノ章～,437,-1000,4691,90.5%
2026-04-19,https://min-repo.com/3051453/,クランキークレスト,237,-1500,3868,86.8%
2026-04-19,https://min-repo.com/3051453/,スマスロとある科学の超電磁砲2,439,-4000,6091,77.7%
2026-04-20,https://min-repo.com/3053498/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,2870,5226,118.3%
2026-04-20,https://min-repo.com/3053498/,ニューパルサーSP4 with 太鼓の達人,238,1944,5761,111.2%
2026-04-20,https://min-repo.com/3053498/,L ToLOVEるダークネス,437,556,3210,105.8%
2026-04-20,https://min-repo.com/3053498/,クランキークレスト,237,139,7860,100.6%
2026-04-20,https://min-repo.com/3053498/,スマスロ新鬼武者3,490,139,2058,102.3%
2026-04-20,https://min-repo.com/3053498/,スマスロ 東京リベンジャーズ,493,139,4815,101%
2026-04-20,https://min-repo.com/3053498/,A-SLOT+ ディスクアップ ULTRAREMIX,243,46,7449,100.2%
2026-04-20,https://min-repo.com/3053498/,スマスロ ドルアーガの塔,440,-250,947,90.2%
2026-04-20,https://min-repo.com/3053498/,忍魂参～奥義皆伝ノ章～,492,-250,412,77.5%
2026-04-20,https://min-repo.com/3053498/,スマスロ秘宝伝,491,-500,1152,85.3%
2026-04-20,https://min-repo.com/3053498/,スマスロとある科学の超電磁砲2,439,-500,4321,94.3%
2026-04-20,https://min-repo.com/3053498/,L絶対衝激IV,438,-750,2099,87.5%
2026-04-20,https://min-repo.com/3053498/,スマスロ モンスターハンターライズ,489,-2000,2058,64.8%
2026-04-20,https://min-repo.com/3053498/,Lアクダマドライブ,488,-3000,7572,84.9%
2026-04-21,https://min-repo.com/3055654/,クランキークレスト,237,1204,3621,111.1%
2026-04-21,https://min-repo.com/3055654/,スマスロ秘宝伝,491,231,988,107.8%
2026-04-21,https://min-repo.com/3055654/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-46,2675,99.4%
2026-04-21,https://min-repo.com/3055654/,スマスロ 東京リベンジャーズ,493,-200,2263,96.6%
2026-04-21,https://min-repo.com/3055654/,L絶対衝激IV,438,-250,494,81.2%
2026-04-21,https://min-repo.com/3055654/,ニューパルサーSP4 with 太鼓の達人,238,-500,2716,93.8%
2026-04-21,https://min-repo.com/3055654/,スマスロとある科学の超電磁砲2,439,-750,6255,95.1%
2026-04-21,https://min-repo.com/3055654/,L ToLOVEるダークネス,437,-1500,1317,50.8%
2026-04-21,https://min-repo.com/3055654/,スマスロ モンスターハンターライズ,489,-1500,3539,81.7%
2026-04-21,https://min-repo.com/3055654/,スマスロ新鬼武者3,490,-1500,1893,64.9%
2026-04-21,https://min-repo.com/3055654/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-2000,7901,91%
2026-04-21,https://min-repo.com/3055654/,忍魂参～奥義皆伝ノ章～,492,-2000,2181,66.7%
2026-04-21,https://min-repo.com/3055654/,スマスロ ドルアーガの塔,440,-2000,1770,56.4%
2026-04-21,https://min-repo.com/3055654/,Lアクダマドライブ,488,-3000,6132,81.6%
2026-04-22,https://min-repo.com/3057168/,A-SLOT+ ディスクアップ ULTRAREMIX,243,1620,8354,106.5%
2026-04-22,https://min-repo.com/3057168/,Lアクダマドライブ,488,1157,6543,105.9%
2026-04-22,https://min-repo.com/3057168/,クランキークレスト,237,139,4280,101.1%
2026-04-22,https://min-repo.com/3057168/,スマスロ モンスターハンターライズ,489,93,8436,100.4%
2026-04-22,https://min-repo.com/3057168/,スマスロ秘宝伝,491,-200,2963,97.4%
2026-04-22,https://min-repo.com/3057168/,スマスロ 東京リベンジャーズ,493,-250,3621,97.4%
2026-04-22,https://min-repo.com/3057168/,スマスロ新鬼武者3,490,-750,5802,95.2%
2026-04-22,https://min-repo.com/3057168/,スマスロ ドルアーガの塔,440,-1000,1975,82%
2026-04-22,https://min-repo.com/3057168/,ニューパルサーSP4 with 太鼓の達人,238,-1000,2963,87.5%
2026-04-22,https://min-repo.com/3057168/,L絶対衝激IV,438,-1000,1564,76.3%
2026-04-22,https://min-repo.com/3057168/,L ToLOVEるダークネス,437,-1000,1605,70.2%
2026-04-22,https://min-repo.com/3057168/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,2140,74%
2026-04-22,https://min-repo.com/3057168/,忍魂参～奥義皆伝ノ章～,492,-1500,2181,73.1%
2026-04-22,https://min-repo.com/3057168/,スマスロとある科学の超電磁砲2,439,-2500,4733,81.4%
2026-04-23,https://min-repo.com/3059297/,A-SLOT+ ディスクアップ ULTRAREMIX,243,4028,8683,115.5%
2026-04-23,https://min-repo.com/3059297/,スマスロとある科学の超電磁砲2,439,2685,5720,115.6%
2026-04-23,https://min-repo.com/3059297/,Lアクダマドライブ,488,370,7366,101.7%
2026-04-23,https://min-repo.com/3059297/,スマスロ秘宝伝,491,-93,1975,98.4%
2026-04-23,https://min-repo.com/3059297/,L ToLOVEるダークネス,437,-250,2922,95.8%
2026-04-23,https://min-repo.com/3059297/,忍魂参～奥義皆伝ノ章～,492,-250,1481,91.7%
2026-04-23,https://min-repo.com/3059297/,クランキークレスト,237,-500,2757,93.3%
2026-04-23,https://min-repo.com/3059297/,スマスロ新鬼武者3,490,-500,1728,86.6%
2026-04-23,https://min-repo.com/3059297/,L絶対衝激IV,438,-1000,1111,62.5%
2026-04-23,https://min-repo.com/3059297/,ニューパルサーSP4 with 太鼓の達人,238,-1000,1399,66.9%
2026-04-23,https://min-repo.com/3059297/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,4074,87.9%
2026-04-23,https://min-repo.com/3059297/,スマスロ ドルアーガの塔,440,-1000,2963,83.3%
2026-04-23,https://min-repo.com/3059297/,スマスロ 東京リベンジャーズ,493,-3000,3992,74.5%
2026-04-23,https://min-repo.com/3059297/,スマスロ モンスターハンターライズ,489,-3000,7860,85.9%
2026-04-24,https://min-repo.com/3061608/,A-SLOT+ ディスクアップ ULTRAREMIX,243,972,8519,103.8%
2026-04-24,https://min-repo.com/3061608/,ニューパルサーSP4 with 太鼓の達人,238,648,7119,103%
2026-04-24,https://min-repo.com/3061608/,クランキークレスト,237,-750,2922,91%
2026-04-24,https://min-repo.com/3061608/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,5103,94.6%
2026-04-24,https://min-repo.com/3061608/,L絶対衝激IV,438,-1000,2469,86.2%
2026-04-24,https://min-repo.com/3061608/,スマスロ ドルアーガの塔,440,-1000,1934,79.2%
2026-04-24,https://min-repo.com/3061608/,スマスロ新鬼武者3,490,-1000,6214,93%
2026-04-24,https://min-repo.com/3061608/,忍魂参～奥義皆伝ノ章～,492,-1000,1358,63.6%
2026-04-24,https://min-repo.com/3061608/,スマスロ 東京リベンジャーズ,493,-2000,7325,90.7%
2026-04-24,https://min-repo.com/3061608/,スマスロとある科学の超電磁砲2,439,-2500,2716,68.2%
2026-04-24,https://min-repo.com/3061608/,スマスロ秘宝伝,491,-3000,3210,67.8%
2026-04-24,https://min-repo.com/3061608/,スマスロ モンスターハンターライズ,489,-3000,2840,60.9%
2026-04-24,https://min-repo.com/3061608/,Lアクダマドライブ,488,-4500,6214,74.9%
2026-04-24,https://min-repo.com/3061608/,L ToLOVEるダークネス,437,-5000,4897,66%
2026-04-25,https://min-repo.com/3063232/,L ToLOVEるダークネス,437,8426,6008,146.7%
2026-04-25,https://min-repo.com/3063232/,忍魂参～奥義皆伝ノ章～,492,5556,8272,122.4%
2026-04-25,https://min-repo.com/3063232/,スマスロ モンスターハンターライズ,489,5093,6996,124.3%
2026-04-25,https://min-repo.com/3063232/,クランキークレスト,237,2407,6379,112.6%
2026-04-25,https://min-repo.com/3063232/,スマスロ ドルアーガの塔,440,1343,5885,107.6%
2026-04-25,https://min-repo.com/3063232/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1157,8354,104.6%
2026-04-25,https://min-repo.com/3063232/,A-SLOT+ ディスクアップ ULTRAREMIX,243,1157,6667,105.8%
2026-04-25,https://min-repo.com/3063232/,スマスロ秘宝伝,491,787,6337,104.1%
2026-04-25,https://min-repo.com/3063232/,スマスロ新鬼武者3,490,648,5514,103.9%
2026-04-25,https://min-repo.com/3063232/,Lアクダマドライブ,488,-1000,7160,93.5%
2026-04-25,https://min-repo.com/3063232/,ニューパルサーSP4 with 太鼓の達人,238,-1500,3745,86.4%
2026-04-25,https://min-repo.com/3063232/,L絶対衝激IV,438,-2000,2593,70.2%
2026-04-25,https://min-repo.com/3063232/,スマスロ 東京リベンジャーズ,493,-2500,4897,80.5%
2026-04-25,https://min-repo.com/3063232/,スマスロとある科学の超電磁砲2,439,-3000,8642,87.5%
2026-04-26,https://min-repo.com/3065404/,スマスロ モンスターハンターライズ,489,2963,7366,113.4%
2026-04-26,https://min-repo.com/3065404/,スマスロ秘宝伝,491,278,5967,101.6%
2026-04-26,https://min-repo.com/3065404/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-46,6173,99.8%
2026-04-26,https://min-repo.com/3065404/,スマスロ新鬼武者3,490,-250,5638,98.1%
2026-04-26,https://min-repo.com/3065404/,クランキークレスト,237,-500,576,57.1%
2026-04-26,https://min-repo.com/3065404/,L ToLOVEるダークネス,437,-750,4733,93.8%
2026-04-26,https://min-repo.com/3065404/,L絶対衝激IV,438,-750,823,64.4%
2026-04-26,https://min-repo.com/3065404/,スマスロ ドルアーガの塔,440,-1500,3004,82.5%
2026-04-26,https://min-repo.com/3065404/,ニューパルサーSP4 with 太鼓の達人,238,-1500,7613,92.7%
2026-04-26,https://min-repo.com/3065404/,スマスロとある科学の超電磁砲2,439,-2000,6173,87%
2026-04-26,https://min-repo.com/3065404/,A-SLOT+ ディスクアップ ULTRAREMIX,243,-2500,8930,90.7%
2026-04-26,https://min-repo.com/3065404/,忍魂参～奥義皆伝ノ章～,492,-2500,3251,73.9%
2026-04-26,https://min-repo.com/3065404/,スマスロ 東京リベンジャーズ,493,-2500,6255,86.4%
2026-04-26,https://min-repo.com/3065404/,Lアクダマドライブ,488,-5000,4403,62.1%
2026-04-27,https://min-repo.com/3067474/,A-SLOT+ ディスクアップ ULTRAREMIX,243,2593,7202,112%
2026-04-27,https://min-repo.com/3067474/,ニューパルサーSP4 with 太鼓の達人,238,694,5926,103.9%
2026-04-27,https://min-repo.com/3067474/,L ToLOVEるダークネス,437,509,4568,103.7%
2026-04-27,https://min-repo.com/3067474/,忍魂参～奥義皆伝ノ章～,492,-100,782,94.1%
2026-04-27,https://min-repo.com/3067474/,L絶対衝激IV,438,-250,288,51.7%
2026-04-27,https://min-repo.com/3067474/,Lアクダマドライブ,488,-250,6667,97.7%
2026-04-27,https://min-repo.com/3067474/,スマスロ 東京リベンジャーズ,493,-500,1070,78.4%
2026-04-27,https://min-repo.com/3067474/,スマスロ モンスターハンターライズ,489,-750,1893,86.1%
2026-04-27,https://min-repo.com/3067474/,スマスロ ドルアーガの塔,440,-750,1852,84.2%
2026-04-27,https://min-repo.com/3067474/,クランキークレスト,237,-1000,1934,82.4%
2026-04-27,https://min-repo.com/3067474/,スマスロ秘宝伝,491,-1000,1646,73.8%
2026-04-27,https://min-repo.com/3067474/,スマスロ新鬼武者3,490,-1500,4938,89.7%
2026-04-27,https://min-repo.com/3067474/,スマスロとある科学の超電磁砲2,439,-2000,5021,85.2%
2026-04-27,https://min-repo.com/3067474/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-3000,2798,61.9%
2026-04-28,https://min-repo.com/3069476/,L絶対衝激IV,438,2639,3210,127.4%
2026-04-28,https://min-repo.com/3069476/,スマスロとある科学の超電磁砲2,439,2593,2963,129.2%
